k,1,5,10,20
1.000000000000000000e+00, 8.756087493896484375e+01, 5.811937332153320312e+01, 6.278596878051757812e+01, 5.537724304199218750e+01
5.000000000000000000e+00, 5.018339920043945312e+01, 2.187369918823242188e+01, 2.700953483581542969e+01, 2.473488998413085938e+01
1.000000000000000000e+01, 5.383024215698242188e+01, 6.351421833038330078e+00, 2.005036354064941406e+01, 3.752459526062011719e+00
2.500000000000000000e+01, 4.101377487182617188e+01, 1.741172552108764648e+00, 1.252894878387451172e+00, 4.520001262426376343e-02
5.000000000000000000e+01, 2.236639976501464844e+01, 4.926302284002304077e-02, 1.140786185860633850e-01, 2.291590161621570587e-02
1.000000000000000000e+02, 2.452390193939208984e-01, 3.294580057263374329e-02, 1.063506491482257843e-02, 4.844621755182743073e-03
